Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road Width,Road Type,Build Area
"House For Sale In Kirtipur, Kathmandu","Tyanglaphat, Kirtipur, Kathmandu",Kathmandu,33000000,12,0,N/A,0,0-5-5-0 Aana,12 Feet , Gravelled,N/A Aana
"House For Sale In Swayambhu, Kathmandu","Sano Bharyang, Swayambhu, Kathmandu",Kathmandu,23000000,10,0,3,0,4 Aana,12 Feet , Blacktopped,N/A Aana
"House For Sale In Balambu, Kathmandu","Balambu Hariyali, Balambu, Kathmandu",Kathmandu,15500000,7,0,N/A,0,3 Aana,12 Feet , Gravelled,N/A Aana
"House For Sale In Madhyapur Thimi, Bhaktapur","Nikoshera, Madhyapur Thimi, Bhaktapur",Bhaktapur,8500000,0,0,N/A,0,0-2-2-2 Aana,8 Meter , Soil Stabilized,N/A Sq. Feet
"Plotted Land For Sale : Land For Sale In Budhanilkantha, Kathmandu","Taulung, Budhanilkantha, Kathmandu",Kathmandu,2000000,0,0,N/A,0,"4,5,6,7,8 aana Aana",20 Feet , Gravelled,N/A Aana
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2225000,0,0,N/A,0,0-9-2-2 Aana,15 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Temple, Dhumbarahi, Kathmandu",Kathmandu,19000000,0,0,N/A,0,0-2-3-0 Aana,10 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Basundhara, Kathmandu","Basundhara - Wedding Hall, Basundhara, Kathmandu",Kathmandu,29800000,0,0,N/A,0,0-5-2-0 Aana,15 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Kalanki, Kathmandu","Maitrinagar, Kalanki, Kathmandu",Kathmandu,3500000,0,0,N/A,0,5 Aana,14 Feet , Gravelled,N/A Aana
"House For Rent In Gokarneshwor, Kathmandu","Near Gokarna Mahadev Temple, Gokarneshwor, Kathmandu",Kathmandu,17000,3,3,N/A,2,0-4-0-0 Aana,17 Feet , Soil Stabilized,0-4-0-0 Aana
"Business For Rent In Jawalakhel, Lalitpur","Vianet Communications Pvt. Ltd., Jawalakhel, Lalitpur",Lalitpur,200000,0,0,N/A,0,615 Sq. Feet,35 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Banepa, Kavre","Near Dhulikhel Aantuk Resort, Banepa, Kavre",Kavre,1000000,0,0,N/A,0,50 Ropani,0 Feet,NA,N/A Sq. Feet
"House For Sale In Budhanilkantha, Kathmandu","Bhangal, Budhanilkantha, Kathmandu",Kathmandu,26200000,13,0,N/A,0,0-5-5-0 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Tathali, Kathmandu","Tathali, Tathali, Kathmandu",Kathmandu,4600000,0,0,1,0,3 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,1000000,0,0,N/A,0,5 Aana,17 Feet , Gravelled,N/A Aana
"House For Sale : House For Sale In Nakkhu, Lalitpur","Naakhu, Nakkhu, Lalitpur",Lalitpur,26500000,4,4,3,1,0-4-0-0 Sq. Feet,16 Feet , Gravelled,752 Sq. Feet
"House For Rent In Budhanilkantha, Kathmandu","Muhanpokhari Marga, Budhanilkantha, Kathmandu",Kathmandu,200000,5,4,3,4,2 ropani Ropani,20 Feet,NA,N/A Aana
"Urgent Sale 8 Aana Land At Gaushala : Land For Sale In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,8500000,0,0,N/A,0,0-8-0-1 Aana,13 Feet , Blacktopped,N/A Aana
"Flat For Rent In Nagarjun, Kathmandu","Ramkot, Nagarjun, Kathmandu",Kathmandu,40000,0,2,N/A,0,1400 Sq. Feet,11 Meter , Gravelled,1400 Sq. Feet
"Damak Houses(Phase II) : House For Sale In Damak, Jhapa","Dhaneswor, Damak, Jhapa",Jhapa,5500000,0,0,N/A,0,3 Kattha,1 Feet,NA,N/A Aana
"House For Sale Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,41000000,5,4,2,2,0-8-1-0 Aana,13 Feet , Blacktopped,2500 Sq. Feet
"Land For Sale In Mulpani, Kathmandu","Mulpani Kathamandu enginnering College, Mulpani, Kathmandu",Kathmandu,550000,0,0,N/A,0,3-8-0-0 Ropani,20 Feet , Soil Stabilized,N/A Sq. Feet
"House For Rent In Dhobighat, Lalitpur","Dhobighat Thadodhunga, Dhobighat, Lalitpur",Lalitpur,175000,0,0,N/A,0,2200 Sq. Feet,15 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,42000000,11,0,N/A,0,7 Aana,15 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Rupakot, Kaski","kaski , rupakot, Rupakot, Kaski",Kaski,800000,0,0,N/A,0,30 Ropani,20 Feet , Soil Stabilized,N/A Ropani
"Flat For Rent In Dhapasi, Kathmandu","Tokha Rd, Dhapasi, Kathmandu",Kathmandu,15000,2,1,4,1,968sqft Sq. Feet,32 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Surkhet Bazar, Surkhet","Surkhet, Surkhet Bazar, Surkhet",Surkhet,20000000,0,0,N/A,0,162 Sq. Feet,20 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Kageshwari-Manohara, Kathmandu","Aalapot, Kageshwari-Manohara, Kathmandu",Kathmandu,2800000,0,0,N/A,0,5 Aana,10 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Duwakot, Bhaktapur","KMC, Duwakot, Bhaktapur",Bhaktapur,1800000,0,0,N/A,0,30 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Saraswatikhel, Bhaktapur","Saraswotikhel Bus Stop, Saraswatikhel, Bhaktapur",Bhaktapur,1300000,0,0,N/A,0,10 Aana,13 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Bhangal, Kapan, Kathmandu",Kathmandu,21500000,0,0,N/A,0,0-3-1-0 Sq. Feet,16 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Chhauni, Kathmandu","Chhauni Military Barrack, Chhauni, Kathmandu",Kathmandu,2500000,0,0,N/A,0,0-3-3-0 Aana,10 Feet , Soil Stabilized,N/A Aana
"House For Sale In Budhanilkantha, Kathmandu","Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,25500000,6,4,3,2,4.5 Aana,13 Feet , Blacktopped,4 Aana
"House For Sale In Kapan, Kathmandu","Kharibot Chowk Bus Stop, Kapan, Kathmandu",Kathmandu,15000000,0,0,N/A,0,3 Aana,10 Feet , Blacktopped,N/A Aana
"KAPURDHARA NEW HOME : House For Sale In Kapurdhara, Kathmandu","Kapurdhara, Kapurdhara, Kathmandu",Kathmandu,32000000,5,5,N/A,2,4 Aana,13 Feet , Blacktopped,N/A Aana
"House For Sale In Bharatpur, Chitwan","Bharatpur lanku -trichok, Bharatpur, Chitwan",Chitwan,5000000,0,0,N/A,0,6 Dhur,6 Meter , Gravelled,N/A Sq. Feet
"Stay In The Green : Land For Sale In Baghdol, Lalitpur","Awas, Magar Ghau, Shital Colony, Baghdol, Lalitpur",Lalitpur,2900000,0,0,0,0,4 Aana,22 Feet , Concrete,N/A Sq. Feet
"Land For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,2700000,0,0,N/A,0,0-3-1-0 Aana,10 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Pepsicola, Kathmandu","House no 22 Khare Chowk, Pepsicola, Kathmandu",Kathmandu,32000000,6,3,3,2,0-4-1-0 Sq. Feet,30 Feet , Soil Stabilized,0-4-1-0 Sq. Feet
"Flat For Rent In Kirtipur, Kirtipur","Kirtipur Sasa Newa The Restro, Kirtipur, Kathmandu",Kathmandu,15000,0,0,N/A,0,900 Sq. Feet,15 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Dadikot, Bhaktapur","Dadhikot, Dadikot, Bhaktapur",Bhaktapur,11500000,0,0,N/A,0,0-3-0-3 Aana,12 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,1500000,0,0,N/A,0,0-3-3-0 Aana,13 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Chabahil, Kathmandu","Bhadrabas, Chabahil, Kathmandu",Kathmandu,1200000,0,0,N/A,0,0-4-2-3 Aana,20 Feet , Soil Stabilized,N/A Sq. Feet
"Hotel On Sale : Business For Sale In Devkota Chowk, Bhairahawa","Nearby Gallamandi Road, Devkota Chowk, Bhairahawa",Bhairahawa,125000000,16,20,3,1,32 Aana,55 Feet,NA,10000 Aana
"Land For Sale In Boudha, Kathmandu","Boudha Road Town planning, Boudha, Kathmandu",Kathmandu,5400000,0,0,N/A,0,4 Aana,6 Meter , Blacktopped,N/A Sq. Feet
"House For Sale In Gothatar, Kathmandu","Mantar Chowk, Gothatar, Kathmandu",Kathmandu,14000000,8,0,3,0,0-2-2-0 Aana,13 Feet , Gravelled,N/A Sq. Feet
"Office Space For Rent In Gyaneshwor, Kathmandu","Gyaneshwor, Gyaneshwor, Kathmandu",Kathmandu,250000,0,0,4,0,3000 Sq. Feet,20 Meter , Blacktopped,N/A Sq. Feet
"House For Sale In Bharatpur, Chitwan","Tri Chowk bharatpur, Bharatpur, Chitwan",Chitwan,5000000,2,1,1,0,6 Dhur,6 Meter , Blacktopped,N/A Dhur
"House For Sale In Hattiban, Lalitpur","Little Angels School, Hattiban, Lalitpur",Lalitpur,49500000,0,0,N/A,0,9 Aana,16 Feet , Blacktopped,N/A Aana
"13 Anna Land On Sale At Balambu : Land For Sale In Balambu, Kathmandu","gurjhudhara, Balambu, Kathmandu",Kathmandu,1700000,0,0,N/A,0,13 Aana,16 Feet,NA,N/A Aana
"0-4-2-3 Anna Land On Sale At Baad Bhanjyang : Land For Sale In Chandragiri, Kathmandu","baad bhanjyang, Chandragiri, Kathmandu",Kathmandu,1100000,0,0,N/A,0,0-4-2-3 Aana,13 Feet,NA,N/A Aana
"Land On Sale At Gairidhara Kathmandu : Land For Sale In Gairidhara, Kathmandu","Gairidhara Road, Gairidhara, Kathmandu",Kathmandu,10000000,0,0,N/A,0,0-4-0-0 Aana,13 Feet , Blacktopped,N/A Aana
"Land For Sale In Pathari, Morang","patharisanischare 7, Pathari, Morang",Morang,100000,0,0,0,0,1 Kattha,20 Feet , Blacktopped,N/A Sq. Feet
"Land On Sale At Manbhawan Lalitpur : Land For Sale In Jawalakhel, Lalitpur","Lokeshwor Tole, Jawalakhel, Lalitpur",Lalitpur,8500000,0,0,N/A,0,1-0-0-0 Aana,13 Feet , Blacktopped,N/A Aana
"House For Sale In Goldhunga, Kathmandu","Goldhunga, Goldhunga, Kathmandu",Kathmandu,25000000,0,0,N/A,0,10 Sq. Feet,15 Feet,NA,N/A Sq. Feet
"House For Sale In Dhading, Dhading","Dhading Mankamana tol, Dhading, Dhading",Dhading,9500000,0,0,2,0,5 Aana,15 Feet , Soil Stabilized,N/A Sq. Feet
"House On Sale At Dhobighat : House For Sale In Dhobighat, Lalitpur","Naya Bato, Dhobighat, Lalitpur",Lalitpur,80000000,5,5,N/A,4,0-9-0-0 Aana,20 Feet , Blacktopped,N/A Aana
"House For Sale In Kadaghari, Kathmandu","HarHar Mahadev Chowk, Kadaghari, Kathmandu",Kathmandu,17000000,5,2,3,1,3 Aana,12 Feet , Blacktopped,N/A Aana
"Flat For Rent In Lokanthali, Bhaktapur","Lokanthali, Lokanthali, Bhaktapur",Bhaktapur,18000,2,1,N/A,0,900 Sq. Feet,15 Feet , Gravelled,N/A Sq. Feet
"Business For Rent In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,40000,0,0,N/A,0,800 Sq. Feet,15 Feet , Blacktopped,N/A Sq. Feet
"Flat For Rent In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,15000,1,1,N/A,0,700 Sq. Feet,15 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","bhadrakali imadol, Imadol, Lalitpur",Lalitpur,10000000,2,2,1,1,3 Aana,13 Feet , Blacktopped,N/A Aana
"House For Sale In Imadol, Lalitpur","Imadol, way to tikathali, Imadol, Lalitpur",Lalitpur,30000000,9,5,4,3,0-3-2-0 Aana,33 Feet , Blacktopped,0-3-0-0 Aana
"Land For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,4500000,0,0,N/A,0,8 Aana,15 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Sitapaila, Kathmandu","Nagarjun Municipality Office, Sitapaila, Kathmandu",Kathmandu,1200000,0,0,N/A,0,0-4-2-0 Aana,12 Feet , Gravelled,N/A Sq. Feet
"Land For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,1300000,0,0,N/A,0,10 Aana,10 Feet , Soil Stabilized,N/A Aana
"Land For Sale In Naikap, Kathmandu","Purano Naikap, Naikap, Kathmandu",Kathmandu,1700000,0,0,N/A,0,4 Aana,10 Feet , Soil Stabilized,N/A Aana
"Sukedhara, Jyotinagar House For Sell : House For Sale In Budhanilkantha, Kathmandu","Sukedhara, Jyoti Nagar, Budhanilkantha, Kathmandu",Kathmandu,22500000,0,3,3,2,3.5 Aana,13 Feet , Paved,3 Aana
"Land For Sale In Sanepa, Lalitpur","Everest Engineering College, Sanepa, Lalitpur",Lalitpur,5500000,0,0,N/A,0,8 Aana,15 Feet , Concrete,N/A Aana
"Land For Sale In Sanepa, Lalitpur","Chaudhary Group, Sanepa, Lalitpur",Lalitpur,7000000,0,0,N/A,0,11 Aana,15 Feet , Blacktopped,N/A Aana
"Land For Sale In Sanepa, Lalitpur","Sanepa Heights Road, Sanepa, Lalitpur",Lalitpur,5500000,0,0,N/A,0,12 Aana,13 Feet , Concrete,N/A Aana
"House For Sale In Kadaghari, Kathmandu","Hattidada Gothatar 9, Kadaghari, Kathmandu",Kathmandu,22000000,11,0,2,0,5 Aana,15 Feet , Gravelled,N/A Sq. Feet
"Shivam Guest House : Land For Sale In Buddha Bhumi Nagarpalika, Kapilvastu","Near Shree Laxmi Narayan Rd, Krishnanagar, Buddha Bhumi Nagarpalika, Kapilvastu",Kapilvastu,37000000,0,0,0,0,8520 Sq. Feet,0 Feet , Paved,N/A Sq. Feet
"House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,36000000,0,0,N/A,0,0-6-3-0 Aana,20 Feet , Gravelled,N/A Aana
"House For Sale In Kadaghari, Kathmandu","Gandhi Adarsha H. S. School/College, Kadaghari, Kathmandu",Kathmandu,13200000,7,0,2,0,0-2-2-0 Aana,13 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Ramhity Pragati Chowk, Kapan, Kathmandu",Kathmandu,29000000,18,0,4,0,0-4-1-0 Aana,32 Feet , Gravelled,N/A Sq. Feet
"House For Rent In Bhaktapur, Bhaktapur","Bhaktapur, Bhaktapur, Bhaktapur",Bhaktapur,80000,5,4,N/A,0,2200 Sq. Feet,15 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Sitapaila, Kathmandu","Padma colony, Sitapaila, Kathmandu",Kathmandu,20500000,0,0,N/A,0,5 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Tahachal, Kathmandu","Tahachal, Tahachal, Kathmandu",Kathmandu,27000000,3,4,N/A,1,3.5 Aana,0 Feet,NA,3 Aana
"Land For Sale In Sanepa, Lalitpur","Jhamsikhel, Sanepa, Lalitpur",Lalitpur,8000000,0,0,N/A,0,6 Aana,0 Feet,NA,N/A Aana
"House For Sale In Balaju, Kathmandu","Balaju, Balaju, Kathmandu",Kathmandu,12000000,0,0,N/A,0,0-3-5-0 Aana,26 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","Imadol, Imadol, Lalitpur",Lalitpur,19500000,5,3,3,0,0-3-2-0 Aana,13 Feet , Gravelled,N/A Aana
"Flat For Rent In Biratnagar, Morang","Biratnagar, Biratnagar, Morang",Morang,15000,3,1,N/A,0,1300 Sq. Feet,13 Feet , Gravelled,N/A Sq. Feet
"Office Space For Rent In Tinkune, Kathmandu","Tinkune Park, Tinkune, Kathmandu",Kathmandu,25000,0,0,N/A,0,1000 Sq. Feet,0 Feet,NA,N/A Sq. Feet
"House For Sale In Basundhara, Kathmandu","HERALD INT'L COLLEGE & H.S.S., Basundhara, Kathmandu",Kathmandu,19500000,0,0,N/A,0,0-3-5-0 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Dhobighat, Lalitpur","Sunrise Towers, Dhobighat, Lalitpur",Lalitpur,3700000,0,0,N/A,0,4 Aana,5 Feet , Blacktopped,N/A Aana
"Land For Sale In Sankhu, Kathmandu","Sankhu Road, Sankhu, Kathmandu",Kathmandu,1350000,0,0,N/A,0,10 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"Land For Sale In Boudha, Kathmandu","Townplanning, Boudha, Kathmandu",Kathmandu,3700000,0,0,N/A,0,4 Aana,12 Feet , Gravelled,N/A Sq. Feet
"Land For Sale : Land For Sale In Chandragiri, Kathmandu","chekpost ,thankot ,chandragiri, Chandragiri, Kathmandu",Kathmandu,1500000,0,0,N/A,0,0-4-0-0 Aana,20 Feet , Blacktopped,N/A Aana
"Land For Sale : Land For Sale In Chandragiri, Kathmandu","cable car bottom station, Chandragiri, Kathmandu",Kathmandu,1600000,0,0,N/A,0,0-5-0-1 Aana,13 Feet , Blacktopped,N/A Aana
"Land For Sale In Patan, Lalitpur","Chyasal gate, Patan, Lalitpur",Lalitpur,4000000,0,0,N/A,0,3 Ropani,20 Feet , Blacktopped,N/A Ropani
"Land For Sale In Koteshwor, Kathmandu","Koteshwor, Koteshwor, Kathmandu",Kathmandu,5000000,0,0,N/A,0,1 Ropani,20 Feet , Blacktopped,N/A Ropani
"House For Sale In Kapan, Kathmandu","Jyoti Nagar Road, Kapan, Kathmandu",Kathmandu,26500000,11,5,3,0,4 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Kapan, Kathmandu","Valley Public H.S. School, Kapan, Kathmandu",Kathmandu,25500000,11,0,3,0,0-4-0-0 Aana,13 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Naikap, Kathmandu","Naikap Naya Bhanjyang, Naikap, Kathmandu",Kathmandu,29500000,5,2,3,1,0-6-3-3 Aana,15 Feet , Blacktopped,N/A Aana
"House For Sale In Sukedhara Ektabasti : House For Sale In Budhanilkantha, Kathmandu","Sukedhara, Budhanilkantha, Kathmandu",Kathmandu,23500000,0,3,3,2,4.1 Aana,13 Feet , Blacktopped,3.5 Aana
"House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,15000000,4,3,3,0,0-2-2-0 Aana,13 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","Krishna Temple, Imadol, Lalitpur",Lalitpur,19000000,4,3,3,0,0-3-0-3 Aana,10 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,15000000,4,3,3,0,0-2-2-0 Aana,13 Feet , Gravelled,N/A Aana
"Business For Sale In Basantapur, Kathmandu","Basantapur Durbar Square, Basantapur, Kathmandu",Kathmandu,1700000,0,0,N/A,0,200 Sq. Feet,30 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","Imadol Swimming Pool, Imadol, Lalitpur",Lalitpur,23500000,4,3,3,0,0-3-3-0 Aana,20 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","Nayabasti, Imadol, Lalitpur",Lalitpur,18000000,5,4,3,0,3 Aana,11 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","Korean Church, Imadol, Lalitpur",Lalitpur,18500000,3,3,3,2,0-3-1-0 Aana,13 Feet , Gravelled,N/A Aana
"House For Sale In Itahari, Sunsari","Itahari, Itahari, Sunsari",Sunsari,15000000,0,0,N/A,0,9 Dhur,20 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Tokha, Kathmandu","Panchetar, Tokha, Kathmandu",Kathmandu,24500000,7,3,3,0,0-4-2-0 Aana,10 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Baneshwor, Kathmandu","Buddhanagar, Baneshwor, Kathmandu",Kathmandu,33000000,0,0,3,3,0-4-2-0 Aana,8 Feet , Gravelled,N/A Sq. Feet
"6 Aana Land Sale At Minbhawan : Land For Sale In Minbhawan, Kathmandu","Aloknagar, Minbhawan, Kathmandu",Kathmandu,6500000,0,0,N/A,0,0-6-0-0 Aana,20 Feet,NA,N/A Aana
"Shankhamul 12 Aana Land Sale : Land For Sale In Baneshwor, Kathmandu","Shankhamul, Baneshwor, Kathmandu",Kathmandu,6500000,0,0,N/A,0,0-12-0-0 Aana,20 Feet,NA,N/A Aana
"12 Aana Land Dhobighat : Land For Sale In Dhobighat, Lalitpur","Thadodhunga, Dhobighat, Lalitpur",Lalitpur,6500000,0,0,N/A,0,0-12-0-0 Aana,20 Feet,NA,N/A Aana
"Land For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,5500000,0,0,N/A,0,1-0-0-0 Aana,13 Feet,NA,N/A Aana
"House For Sale In Damak, Jhapa","Damak, Damak, Jhapa",Jhapa,19000000,0,0,2,0,21 Dhur,15 Feet , Gravelled,N/A Dhur
"48lak House Cheap : House For Sale In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,4800000,2,1,1,1,3 Aana,13 Feet , Gravelled,540 Sq. Feet
"Business For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,900000,0,0,N/A,0,400 Sq. Feet,15 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Changunarayan, Bhaktapur","Jhaukhel, Changunarayan, Bhaktapur",Bhaktapur,21500000,0,0,3.5,0,7 Aana,15 Feet , Gravelled,N/A Sq. Feet
"House For Sale In Dhapakhel, Lalitpur","Dhapakhel, Dhapakhel, Lalitpur",Lalitpur,26000000,0,0,N/A,0,0-4-5-0 Aana,12 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Pokhara, Pokhara","Pokhara, Pokhara, Pokhara",Pokhara,26000000,13,0,N/A,0,16*34 Haat,20 Feet , Blacktopped,N/A Haat
"13 Ropani Land For Sale @ Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,1300000,0,0,N/A,0,13-5-0-0 Ropani,20 Feet , Alley,N/A Aana
"Land For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,2300000,0,0,N/A,0,0-3-1-0 Aana,13 Feet , Soil Stabilized,N/A Sq. Feet
"House For Sale In Damak, Jhapa","Damak, Damak, Jhapa",Jhapa,20000000,4,1,2,3,10 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"House On Sale At Imadol : House For Sale In Baghdol, Lalitpur","Test address, Baghdol, Lalitpur",Lalitpur,19500000,4,4,2,1,0-3-2-3 Sq. Feet,20 Feet , Gravelled,710 Sq. Feet
"Modern House For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Taulung road, Budhanilkantha, Kathmandu",Kathmandu,51000000,5,5,2,0,14 Aana,14 Feet , Blacktopped,N/A Aana
"House On Sale At Nakkhu : House For Sale In Nakkhu, Lalitpur","Nakkhu, Nakkhu, Lalitpur",Lalitpur,26500000,4,4,2,1,0-4-0-0 Aana,16 Feet , Gravelled,820 Sq. Feet
"2.5 Stories Beautiful House In Dhobhighat : House For Sale In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,29500000,5,3,N/A,4,4 Aana,0 Feet,NA,N/A Aana
"Land For Sale In Suryabinayak, Bhaktapur","Nangkhel, Suryabinayak, Bhaktapur",Bhaktapur,1550000,0,0,0,0,0-4-3-2 Sq. Feet,26 Feet , Soil Stabilized,N/A Sq. Feet
"Residential Land : Land For Sale In Hetauda, Makwanpur","Gauritaar, Hetauda, Makwanpur",Makwanpur,200000,0,0,N/A,0,14 Dhur,8 Meter , Blacktopped,N/A Dhur
"Commercial Land On Sale At Deep, Pokhara. : Land For Sale In Birendra Chowk, Pokhara","Tallo Deep, Birendra Chowk, Pokhara",Pokhara,15000000,0,0,N/A,0,1-5-0-0 Aana,30 Feet , Blacktopped,N/A Aana
"Residential Land In Hetauda, Karra : Land For Sale In Hetauda, Makwanpur","Karra, Hetauda, Makwanpur",Makwanpur,650000,0,0,N/A,0,10 Dhur,8 Meter , Paved,N/A Dhur
"Residential Land In Swayambhu : Land For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,1600000,0,0,N/A,0,0-3-0-0 Aana,12 Feet , Gravelled,N/A Aana
"4 Aana, Mulpani, Residential Land, South Facing : Land For Sale In Mulpani, Kathmandu","Near Mulpani Chaur, Mulpani, Kathmandu",Kathmandu,1600000,0,0,N/A,0,4 Aana,10 Feet , Gravelled,N/A Aana
"Sale 6 Katha (120 Dhur) Land Near Bhairahawa Airport : Land For Sale In Bhairahawa, Rupandehi","Lumbini, Bhairahawa, Rupandehi",Rupandehi,1200000,0,0,N/A,0,0-6-0 Kattha,12 Feet , Gravelled,N/A Kattha
"House For Sale In Budhanilkantha, Kathmandu","RudreshworChowk, Budhanilkantha, Kathmandu",Kathmandu,15000000,2,3,3,1,3 Aana,12 Feet , Soil Stabilized,2.6 Aana
"House For Sale InKhusibun, Naya Bazar, Kathmandu","Nabazar Khusibun, Naya Bazar, Kathmandu",Kathmandu,40000000,3,4,3,1,0-3-0-0 Aana,20 Feet,NA,N/A Aana
"House On Sale @ Very Low Price : House For Sale In Mulpani, Kathmandu","Dumakhal, Mulpani, Kathmandu",Kathmandu,17500000,6,2,3,1,11 Aana,20 Feet , Gravelled,4 Aana
"Budhanilkantha Hattigauda 20 Ana Bungalow : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,90000000,6,6,3,4,20 Aana,15 Feet , Blacktopped,N/A Aana
"House For Sale In Manamaiju, Kathmandu","BASUKI NAG TOLE, Manamaiju, Kathmandu",Kathmandu,13500000,4,3,3,0,2-2 Aana,10 Feet , Blacktopped,2-1 Aana
"Business For Sale In Madhyapur Thimi, Bhaktapur","Muktinath Bank Building 1st floor, Madhyapur Thimi, Bhaktapur",Bhaktapur,2000000,0,0,N/A,0,900 Sq. Feet,15 Feet , Blacktopped,N/A Sq. Feet
"Land For Sale In Shuklagandaki, Tanahu","Shuklagandaki Municipality, Shuklagandaki, Tanahu",Tanahu,15000000,0,0,N/A,0,2-3-0-0 Ropani,20 Feet , Soil Stabilized,N/A Sq. Feet
"Business For Sale In Baneshwor, Kathmandu","Civil Bank, Baneshwor, Kathmandu",Kathmandu,1500000,0,0,N/A,0,200 Sq. Feet,20 Feet , Blacktopped,N/A Sq. Feet
"Business For Sale In Baneshwor, Kathmandu","Columbus HSS & College, Baneshwor, Kathmandu",Kathmandu,1500000,0,0,N/A,0,700 Sq. Feet,8 Meter , Blacktopped,N/A Sq. Feet
